Time; UserTime; User; Text; Sentiment; Candidate; Place; Latitude; Longitude;
2015-12-14 22:37:39; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/6y5sN7DRP0; Sergi; neutral; Pedro Sanchez; Spain; 40.0028028; -4.003104; 
2015-12-14 22:37:30; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/POnODvbteq; sfuente; neutral; Pedro Sanchez; Madrid, Comunidad de Madrid; 40.4167047; -3.7035825; 
2015-12-14 22:36:37; Rajoy se ha mordido la lengua para no decir "sin parangn" #CaraACaraL6  #JetaAJeta #CaraACara; Joan Orquin; neutral; Mariano Rajoy; Oliva, Comunidad Valenciana; 38.9201993; -0.1209744; 
2015-12-14 22:36:12; Por fin se reconoce que Espaa es una gran nacin. Lenguaje positivo... Tarde pero lleg! @marianorajoy #CaraACara; Mar Castro; neutral; Mariano Rajoy; Lugo, Galicia; 43.0396042; -7.45660706651; 
2015-12-14 22:36:05; Creo que Mariano Rajoy ha ganado el #CaraACara #ELPAS20D #PP https://t.co/ebYYUmftg5; JossMD; neutral; Mariano Rajoy; Paterna, Comunidad Valenciana; 39.5039227; -0.4421014; 
2015-12-14 22:36:04; La primera coincidncia de la nit entre Rajoy i Snchez, Catalunya #CaraACara #eldebacle #ostres; Artur Duart; neutral; Mariano Rajoy; Alella, Catalunya; 41.4952867; 2.2942758; 
2015-12-14 22:35:48; JajajajajjajjjjjajajjjJjjSsjajajajaj #CaraaCara #CaraACaraTVE https://t.co/Xina03vjHr; Maestro Benavent; neutral; Ninguno; Alboraya, Comunidad Valenciana; 39.5009954; -0.34948; 
2015-12-14 22:35:47; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/G47Dy1UyXw; M Carmen Vila Blanco; neutral; Pedro Sanchez; Carballo, Galicia; 43.2133696; -8.6888869; 
2015-12-14 22:35:31; Ahora invito a todos que vea el debate A. Rivera y Pablo Iglesias con @jordievole y valore. #CaraACara #bipartidismo; Fernando Torcelly; neutral; Ninguno; Palmas de Gran Canaria, Canary Islands; 28.1287799; -15.4350514; 
2015-12-14 22:34:38; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/k2rhXMtMtU  #GanaPedroGanasT; Isabel Moreno; neutral; Pedro Sanchez; Strasbourg, Alsace; 48.584614; 7.7507127; 
2015-12-14 22:33:06; @sanchezcastejon no me he enterado bien quin frivoliza? #CaraACara; Mar Castro; neutral; Pedro Sanchez; Lugo, Galicia; 43.0396042; -7.45660706651; 
2015-12-14 22:32:19; Pedro Snchez parece estar ganando el #CaraACara #ELPAS20D #PSOE https://t.co/6BXSfA4I5l; ForaPP-AdeuRajoy; neutral; Pedro Sanchez; Strasbourg, Alsace; 48.584614; 7.7507127; 
